id,housing,influence,contact,satisfaction
878,2,2,2,2
879,2,2,2,2
880,2,2,2,3
881,2,2,2,3
882,2,2,2,3
883,2,2,2,3
884,2,2,2,3
885,2,2,2,3
886,2,2,2,3
887,2,2,2,3
888,2,2,2,3
889,2,2,2,3
890,2,2,2,3
891,2,2,2,3
892,2,2,2,3
893,2,2,2,3
894,2,2,2,3
895,2,2,2,3
896,2,2,2,3
897,2,2,2,3
898,2,2,2,3
899,2,2,2,3
900,2,2,2,3
901,2,2,2,3
902,2,2,2,3
903,2,2,2,3
904,2,2,2,3
905,2,2,2,3
906,2,2,2,3
907,2,2,2,3
908,2,2,2,3
909,2,2,2,3
910,2,2,2,3
911,2,2,2,3
912,2,2,2,3
913,2,2,2,3
914,2,2,2,3
915,2,2,2,3
916,2,2,2,3
917,2,2,2,3
918,2,2,2,3
919,2,2,2,3
920,2,2,2,3
921,2,2,2,3
922,2,2,2,3
923,2,2,2,3
924,2,2,2,3
925,2,2,2,3
926,2,2,2,3
927,2,2,2,3
928,2,2,2,3
929,2,2,2,3
930,2,2,2,3
931,2,2,2,3
932,2,2,2,3
933,2,2,2,3
934,2,2,2,3
935,2,2,2,3
936,2,2,2,3
937,2,2,2,3
938,2,2,2,3
939,2,2,2,3
940,2,2,2,3
941,2,2,2,3
942,2,2,2,3
943,2,2,2,3
944,2,2,2,3
945,2,2,2,3
946,2,2,2,3
947,2,2,2,3
948,2,2,2,3
949,2,2,2,3
950,2,2,2,3
951,2,2,2,3
952,2,2,2,3
953,2,2,2,3
954,2,2,2,3
955,2,2,2,3
956,2,2,2,3
957,2,2,2,3
958,2,2,2,3
959,2,2,2,3
960,2,2,2,3
961,2,2,2,3
962,2,2,2,3
963,2,2,2,3
964,2,2,2,3
965,2,2,2,3
966,2,3,1,1
967,2,3,1,1
968,2,3,1,1
969,2,3,1,1
970,2,3,1,1
971,2,3,1,1
972,2,3,1,1
973,2,3,1,1
974,2,3,1,1
975,2,3,1,1
976,2,3,1,1
977,2,3,1,1
978,2,3,1,1
979,2,3,1,1
980,2,3,1,1
981,2,3,1,1
982,2,3,1,1
983,2,3,1,1
984,2,3,1,1
985,2,3,1,1
986,2,3,1,1
987,2,3,1,1
988,2,3,1,1
989,2,3,1,1
990,2,3,1,1
991,2,3,1,1
992,2,3,1,2
993,2,3,1,2
994,2,3,1,2
995,2,3,1,2
996,2,3,1,2
997,2,3,1,2
998,2,3,1,2
999,2,3,1,2
1000,2,3,1,2
1001,2,3,1,2
1002,2,3,1,2
1003,2,3,1,2
1004,2,3,1,2
1005,2,3,1,2
1006,2,3,1,2
1007,2,3,1,2
1008,2,3,1,2
1009,2,3,1,2
1010,2,3,1,3
1011,2,3,1,3
1012,2,3,1,3
1013,2,3,1,3
1014,2,3,1,3
1015,2,3,1,3
1016,2,3,1,3
1017,2,3,1,3
1018,2,3,1,3
1019,2,3,1,3
1020,2,3,1,3
1021,2,3,1,3
1022,2,3,1,3
1023,2,3,1,3
1024,2,3,1,3
1025,2,3,1,3
1026,2,3,1,3
1027,2,3,1,3
1028,2,3,1,3
1029,2,3,1,3
1030,2,3,1,3
1031,2,3,1,3
1032,2,3,1,3
1033,2,3,1,3
1034,2,3,1,3
1035,2,3,1,3
1036,2,3,1,3
1037,2,3,1,3
1038,2,3,1,3
1039,2,3,1,3
1040,2,3,1,3
1041,2,3,1,3
1042,2,3,1,3
1043,2,3,1,3
1044,2,3,1,3
1045,2,3,1,3
1046,2,3,1,3
1047,2,3,1,3
1048,2,3,1,3
1049,2,3,1,3
1050,2,3,1,3
1051,2,3,1,3
1052,2,3,1,3
1053,2,3,1,3
1054,2,3,1,3
1055,2,3,1,3
1056,2,3,1,3
1057,2,3,1,3
1058,2,3,1,3
1059,2,3,1,3
1060,2,3,1,3
1061,2,3,1,3
1062,2,3,1,3
1063,2,3,1,3
1064,2,3,2,1
1065,2,3,2,1
1066,2,3,2,1
1067,2,3,2,1
1068,2,3,2,1
1069,2,3,2,1
1070,2,3,2,1
1071,2,3,2,1
1072,2,3,2,1
1073,2,3,2,1
1074,2,3,2,1
1075,2,3,2,1
1076,2,3,2,1
1077,2,3,2,1
1078,2,3,2,1
1079,2,3,2,2
1080,2,3,2,2
1081,2,3,2,2
1082,2,3,2,2
1083,2,3,2,2
1084,2,3,2,2
1085,2,3,2,2
1086,2,3,2,2
1087,2,3,2,2
1088,2,3,2,2
1089,2,3,2,2
1090,2,3,2,2
1091,2,3,2,2
1092,2,3,2,2
1093,2,3,2,2
1094,2,3,2,2
1095,2,3,2,2
1096,2,3,2,2
1097,2,3,2,2
1098,2,3,2,2
1099,2,3,2,2
1100,2,3,2,2
1101,2,3,2,2
1102,2,3,2,2
1103,2,3,2,2
1104,2,3,2,3
1105,2,3,2,3
1106,2,3,2,3
1107,2,3,2,3
1108,2,3,2,3
1109,2,3,2,3
1110,2,3,2,3
1111,2,3,2,3
1112,2,3,2,3
1113,2,3,2,3
1114,2,3,2,3
1115,2,3,2,3
1116,2,3,2,3
1117,2,3,2,3
1118,2,3,2,3
1119,2,3,2,3
1120,2,3,2,3
1121,2,3,2,3
1122,2,3,2,3
1123,2,3,2,3
1124,2,3,2,3
1125,2,3,2,3
1126,2,3,2,3
1127,2,3,2,3
1128,2,3,2,3
1129,2,3,2,3
1130,2,3,2,3
1131,2,3,2,3
1132,2,3,2,3
1133,2,3,2,3
1134,2,3,2,3
1135,2,3,2,3
1136,2,3,2,3
1137,2,3,2,3
1138,2,3,2,3
1139,2,3,2,3
1140,2,3,2,3
1141,2,3,2,3
1142,2,3,2,3
1143,2,3,2,3
1144,2,3,2,3
1145,2,3,2,3
1146,2,3,2,3
1147,2,3,2,3
1148,2,3,2,3
1149,2,3,2,3
1150,2,3,2,3
1151,2,3,2,3
1152,2,3,2,3
1153,2,3,2,3
1154,2,3,2,3
1155,2,3,2,3
1156,2,3,2,3
1157,2,3,2,3
1158,2,3,2,3
1159,2,3,2,3
1160,2,3,2,3
1161,2,3,2,3
1162,2,3,2,3
1163,2,3,2,3
1164,2,3,2,3
1165,2,3,2,3
1166,3,1,1,1
1167,3,1,1,1
1168,3,1,1,1
1169,3,1,1,1
1170,3,1,1,1
1171,3,1,1,1
1172,3,1,1,1
1173,3,1,1,1
1174,3,1,1,1
1175,3,1,1,1
1176,3,1,1,1
1177,3,1,1,1
1178,3,1,1,1
1179,3,1,1,2
1180,3,1,1,2
1181,3,1,1,2
1182,3,1,1,2
1183,3,1,1,2
1184,3,1,1,2
1185,3,1,1,2
1186,3,1,1,2
1187,3,1,1,2
1188,3,1,1,3
1189,3,1,1,3
1190,3,1,1,3
1191,3,1,1,3
1192,3,1,1,3
1193,3,1,1,3
1194,3,1,1,3
1195,3,1,1,3
1196,3,1,1,3
1197,3,1,1,3
1198,3,1,2,1
1199,3,1,2,1
1200,3,1,2,1
1201,3,1,2,1
1202,3,1,2,1
1203,3,1,2,1
1204,3,1,2,1
1205,3,1,2,1
1206,3,1,2,1
1207,3,1,2,1
1208,3,1,2,1
1209,3,1,2,1
1210,3,1,2,1
1211,3,1,2,1
1212,3,1,2,1
1213,3,1,2,1
1214,3,1,2,1
1215,3,1,2,1
1216,3,1,2,1
1217,3,1,2,1
1218,3,1,2,2
1219,3,1,2,2
1220,3,1,2,2
1221,3,1,2,2
1222,3,1,2,2
1223,3,1,2,2
1224,3,1,2,2
1225,3,1,2,2
1226,3,1,2,2
1227,3,1,2,2
1228,3,1,2,2
1229,3,1,2,2
1230,3,1,2,2
1231,3,1,2,2
1232,3,1,2,2
1233,3,1,2,2
1234,3,1,2,2
1235,3,1,2,2
1236,3,1,2,2
1237,3,1,2,2
1238,3,1,2,2
1239,3,1,2,2
1240,3,1,2,2
1241,3,1,2,3
1242,3,1,2,3
1243,3,1,2,3
1244,3,1,2,3
1245,3,1,2,3
1246,3,1,2,3
1247,3,1,2,3
1248,3,1,2,3
1249,3,1,2,3
1250,3,1,2,3
1251,3,1,2,3
1252,3,1,2,3
1253,3,1,2,3
1254,3,1,2,3
1255,3,1,2,3
1256,3,1,2,3
1257,3,1,2,3
1258,3,1,2,3
1259,3,1,2,3
1260,3,1,2,3
1261,3,2,1,1
1262,3,2,1,1
1263,3,2,1,1
1264,3,2,1,1
1265,3,2,1,1
1266,3,2,1,1
1267,3,2,1,1
1268,3,2,1,1
1269,3,2,1,2
1270,3,2,1,2
1271,3,2,1,2
1272,3,2,1,2
1273,3,2,1,2
1274,3,2,1,2
1275,3,2,1,2
1276,3,2,1,2
1277,3,2,1,3
1278,3,2,1,3
1279,3,2,1,3
1280,3,2,1,3
1281,3,2,1,3
1282,3,2,1,3
1283,3,2,1,3
1284,3,2,1,3
1285,3,2,1,3
1286,3,2,1,3
1287,3,2,1,3
1288,3,2,1,3
1289,3,2,2,1
1290,3,2,2,1
1291,3,2,2,1
1292,3,2,2,1
1293,3,2,2,1
1294,3,2,2,1
1295,3,2,2,1
1296,3,2,2,1
1297,3,2,2,1
1298,3,2,2,1
1299,3,2,2,2
1300,3,2,2,2
1301,3,2,2,2
1302,3,2,2,2
1303,3,2,2,2
1304,3,2,2,2
1305,3,2,2,2
1306,3,2,2,2
1307,3,2,2,2
1308,3,2,2,2
1309,3,2,2,2
1310,3,2,2,2
1311,3,2,2,2
1312,3,2,2,2
1313,3,2,2,2
1314,3,2,2,2
1315,3,2,2,2
1316,3,2,2,2
1317,3,2,2,2
1318,3,2,2,2
1319,3,2,2,2
1320,3,2,2,2
1321,3,2,2,3
1322,3,2,2,3
1323,3,2,2,3
1324,3,2,2,3
1325,3,2,2,3
1326,3,2,2,3
1327,3,2,2,3
1328,3,2,2,3
1329,3,2,2,3
1330,3,2,2,3
1331,3,2,2,3
1332,3,2,2,3
1333,3,2,2,3
1334,3,2,2,3
1335,3,2,2,3
1336,3,2,2,3
1337,3,2,2,3
1338,3,2,2,3
1339,3,2,2,3
1340,3,2,2,3
1341,3,2,2,3
1342,3,2,2,3
1343,3,2,2,3
1344,3,2,2,3
1345,3,3,1,1
1346,3,3,1,1
1347,3,3,1,1
1348,3,3,1,1
1349,3,3,1,1
1350,3,3,1,1
1351,3,3,1,2
1352,3,3,1,2
1353,3,3,1,2
1354,3,3,1,2
1355,3,3,1,2
1356,3,3,1,2
1357,3,3,1,2
1358,3,3,1,3
1359,3,3,1,3
1360,3,3,1,3
